datetime,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,dewpt
2020-11-25 01:00:00,3952.03,300.41,101.45,1.68,158.31,304.62,376.39,72.96,0.5,-10.1
2020-11-25 02:00:00,3417.97,268.22,90.48,3.76,120.16,253.04,319.2,55.73,3.5,-10.3
2020-11-25 03:00:00,2429.96,191.33,77.46,5.54,95.37,168.37,222.92,40.53,5.7,-10.1
2020-11-25 04:00:00,674.25,24.36,54.15,33.62,55.31,38.98,55.29,16.72,6.2,-10.2
2020-11-25 05:00:00,554.09,14.75,49.35,44.35,49.59,30.44,43.5,12.79,6.8,-10.4
2020-11-25 06:00:00,540.73,12.52,53.47,43.63,51.98,28.64,40.75,11.27,7.4,-10.9
2020-11-25 07:00:00,1081.47,50.96,86.37,13.59,76.29,62.73,82.97,14.19,7.3,-10.8
2020-11-25 08:00:00,1922.61,137.69,106.93,1.65,100.14,120.32,153.59,19.25,5.6,-7.7
2020-11-25 09:00:00,2696.99,232.46,120.64,0.1,114.44,171.5,214.55,23.81,3.4,-7.3
2020-11-25 10:00:00,3257.75,300.41,130.24,0.0,120.16,208.07,257.16,27.87,2.8,-6.6
2020-11-25 11:00:00,3471.37,293.26,123.38,0.0,115.4,233.12,289.19,29.89,3.2,-8.0
2020-11-25 12:00:00,3685.0,278.95,113.79,0.0,113.49,258.49,325.73,31.16,3.0,-10.9
2020-11-25 13:00:00,3845.22,261.07,106.93,0.0,107.77,278.33,354.89,31.67,1.9,-10.9
2020-11-25 14:00:00,3898.62,246.76,105.56,0.0,98.23,288.42,371.48,32.42,1.3,-10.7
2020-11-25 15:00:00,3524.78,227.09,105.56,0.0,89.65,262.5,342.74,34.96,0.7,-9.9
2020-11-25 16:00:00,2830.51,196.7,102.82,0.0,79.16,201.87,270.91,36.99,0.2,-9.3
2020-11-25 17:00:00,2349.85,168.09,95.96,0.0,71.53,163.98,222.76,36.99,0.1,-9.1
2020-11-25 18:00:00,2136.23,146.63,89.11,0.0,74.39,150.46,203.18,38.51,-0.4,-8.8
2020-11-25 19:00:00,2056.12,134.11,82.94,0.0,82.02,147.12,197.5,41.54,-1.1,-8.7
2020-11-25 20:00:00,1976.01,121.59,79.51,0.0,88.69,144.72,193.71,45.09,-2.5,-8.5
2020-11-25 21:00:00,1895.9,116.23,76.77,0.0,97.28,142.44,190.03,49.14,-2.9,-8.7
2020-11-25 22:00:00,1976.01,121.59,75.4,0.0,108.72,148.9,194.62,53.2,-3.1,-8.6
2020-11-25 23:00:00,3017.43,187.76,80.2,0.0,156.4,237.93,293.89,57.76,-3.4,-8.5
2020-11-26 00:00:00,5073.55,346.9,97.33,0.05,228.88,404.36,480.8,64.34,-1.0,-6.2
2020-11-26 01:00:00,7156.37,500.68,119.27,0.66,278.47,567.01,659.27,67.89,1.4,-7.9
2020-11-26 02:00:00,7797.24,536.44,128.87,2.1,247.96,620.89,714.07,59.28,2.7,-8.3
2020-11-26 03:00:00,7049.56,472.07,127.49,3.58,228.88,547.77,628.84,52.69,3.7,-8.4
2020-11-26 04:00:00,1869.2,116.23,83.63,8.58,194.55,127.54,153.87,22.55,4.5,-8.5
2020-11-26 05:00:00,1268.39,71.53,76.08,10.1,169.75,76.72,97.22,12.92,5.1,-8.5
2020-11-26 06:00:00,1134.87,62.59,75.4,7.51,158.31,64.21,84.47,10.01,5.2,-8.5
2020-11-26 07:00:00,1588.82,103.71,81.57,3.04,169.75,94.79,122.27,11.15,4.9,-8.2
2020-11-26 08:00:00,2696.99,205.64,97.33,0.62,192.64,174.99,219.7,15.2,4.3,-7.5
2020-11-26 09:00:00,3845.22,325.44,113.79,0.03,196.46,251.75,315.08,18.75,1.6,-6.2
2020-11-26 10:00:00,4966.74,443.46,124.75,0.0,200.27,331.51,412.55,22.04,2.0,-6.3
2020-11-26 11:00:00,6195.07,514.98,127.49,0.0,207.9,424.4,523.13,24.32,0.8,-6.0
2020-11-26 12:00:00,7476.81,543.59,127.49,0.0,225.07,521.24,638.59,23.31,-0.2,-5.5
2020-11-26 13:00:00,8651.73,557.9,132.98,0.0,320.44,604.79,740.77,28.63,-1.3,-5.1
2020-11-26 14:00:00,9719.85,593.66,149.43,0.0,419.62,719.57,881.62,39.01,0.2,-5.3
2020-11-26 16:00:00,8865.36,586.51,175.48,0.0,385.28,723.2,892.71,59.28,-3.2,-6.3
2020-11-26 17:00:00,6835.94,479.22,157.65,0.0,293.73,567.29,716.31,65.86,-3.2,-6.6
2020-11-26 18:00:00,4859.92,354.05,131.61,0.0,205.99,404.35,525.43,68.9,-2.5,-7.4
2020-11-26 19:00:00,3231.05,236.03,105.56,0.0,127.79,262.17,350.65,63.84,-1.8,-10.1
2020-11-26 20:00:00,2189.64,151.99,93.22,0.0,86.78,170.7,228.47,54.72,-1.6,-11.4
2020-11-26 21:00:00,1588.82,87.62,93.22,0.0,66.76,117.31,151.39,44.08,-1.6,-12.0
2020-11-26 22:00:00,961.3,29.95,87.05,0.04,52.45,65.18,82.86,29.89,-1.7,-12.2
2020-11-26 23:00:00,934.6,26.38,73.34,0.08,57.7,60.53,76.15,23.56,-1.9,-12.2
2020-11-27 00:00:00,1108.17,45.6,73.34,0.24,67.71,68.52,86.66,21.53,-1.5,-11.6
2020-11-27 01:00:00,1174.93,59.01,72.66,5.41,74.39,69.87,90.04,20.27,0.7,-11.3
2020-11-27 02:00:00,1054.76,51.86,62.38,15.56,70.57,58.64,78.52,17.23,2.2,-11.6
2020-11-27 03:00:00,774.38,33.98,47.98,27.54,62.94,37.41,53.06,13.43,3.1,-11.8
2020-11-27 04:00:00,433.92,12.07,26.73,49.35,38.15,13.86,20.7,8.04,3.9,-11.9
2020-11-27 05:00:00,420.57,11.4,26.39,51.5,38.62,13.02,18.59,6.84,4.7,-12.2
2020-11-27 06:00:00,440.6,12.18,31.19,48.64,43.39,14.32,20.01,6.21,5.2,-12.5
2020-11-27 07:00:00,527.38,16.32,43.18,36.84,57.7,19.38,26.51,6.21,5.5,-12.9
2020-11-27 08:00:00,654.22,21.68,63.06,17.17,73.43,27.18,36.86,7.22,4.6,-11.7
2020-11-27 09:00:00,747.68,26.82,79.51,1.88,74.39,31.98,43.28,7.92,2.0,-12.6
2020-11-27 10:00:00,834.47,35.76,83.63,0.02,69.62,37.27,50.08,8.87,1.3,-13.4
2020-11-27 11:00:00,934.6,35.76,83.63,0.02,64.85,46.31,61.91,10.13,0.0,-13.4
2020-11-27 12:00:00,961.3,27.27,78.14,0.09,58.17,49.92,67.16,10.89,-1.5,-12.6
2020-11-27 13:00:00,807.76,13.41,64.43,1.19,47.68,40.13,55.96,10.13,-1.4,-13.3
2020-11-27 14:00:00,720.98,5.09,55.52,5.81,42.44,34.72,49.03,10.13,-1.9,-13.8
2020-11-27 15:00:00,634.19,1.98,52.09,13.05,36.72,27.82,40.98,10.26,-2.7,-14.0
2020-11-27 16:00:00,527.38,0.87,49.35,19.67,31.47,19.31,30.49,10.39,-3.0,-14.0
2020-11-27 17:00:00,423.91,0.17,38.39,31.83,25.27,12.23,20.73,10.13,-2.7,-14.5
2020-11-27 18:00:00,363.83,0.05,29.47,41.49,22.65,8.88,14.94,9.63,-2.9,-14.7
2020-11-27 19:00:00,413.9,0.19,33.93,34.69,24.56,13.29,19.12,10.51,-2.9,-15.0
2020-11-27 20:00:00,527.38,1.2,45.93,17.52,31.47,22.76,30.16,12.79,-3.8,-15.1
2020-11-27 21:00:00,654.22,6.93,54.15,4.2,41.96,33.73,43.29,15.45,-3.8,-15.3
2020-11-27 22:00:00,867.84,24.81,54.15,0.21,56.27,51.42,64.36,19.0,-3.2,-15.8
2020-11-27 23:00:00,1575.47,76.0,55.52,0.0,86.78,109.18,131.79,26.09,-3.3,-15.9
2020-11-28 00:00:00,2616.88,168.09,68.55,0.05,122.07,190.05,225.93,34.45,-2.6,-15.0
2020-11-28 01:00:00,3471.37,246.76,84.31,0.96,144.96,253.0,299.12,40.53,-1.4,-14.4
2020-11-28 02:00:00,3417.97,246.76,90.48,2.95,135.42,248.14,296.13,41.54,-0.1,-13.9
2020-11-28 03:00:00,2590.18,185.97,85.68,5.72,106.81,181.18,224.06,35.97,0.7,-13.1
2020-11-28 04:00:00,647.54,26.38,47.3,30.04,63.9,29.28,41.33,10.89,1.3,-12.6
2020-11-28 05:00:00,574.11,22.58,42.5,35.76,65.8,23.83,33.54,8.49,1.6,-12.3
2020-11-28 06:00:00,627.52,27.27,47.3,31.83,83.92,28.43,38.83,8.11,1.9,-12.1
2020-11-28 07:00:00,1081.47,62.59,67.86,15.38,120.16,62.84,79.41,9.75,2.2,-12.1
2020-11-28 08:00:00,2029.42,148.42,90.48,2.73,162.13,137.36,167.67,13.43,1.4,-11.6
2020-11-28 09:00:00,3097.53,257.49,109.67,0.12,207.9,213.65,261.19,18.49,-0.9,-10.9
2020-11-28 10:00:00,4112.24,346.9,127.49,0.0,255.59,279.29,341.74,23.31,-1.7,-10.9
2020-11-28 11:00:00,4699.71,357.63,135.72,0.0,301.36,315.32,387.1,25.33,-2.7,-10.7
2020-11-28 12:00:00,4272.46,282.53,126.12,0.0,289.92,290.8,361.66,23.81,-3.9,-10.7
2020-11-28 13:00:00,3845.22,221.73,113.79,0.0,251.77,273.93,343.86,24.07,-4.1,-10.6
2020-11-28 14:00:00,4325.87,228.88,111.04,0.0,247.96,331.74,411.9,28.12,-4.7,-10.4
2020-11-28 15:00:00,4859.92,257.49,112.41,0.0,251.77,388.28,479.62,32.17,-5.1,-10.0
2020-11-28 16:00:00,4966.74,282.53,115.16,0.0,242.23,403.97,499.97,34.45,-4.2,-9.2
2020-11-28 17:00:00,4966.74,300.41,117.9,0.0,234.6,408.93,507.72,36.99,-4.1,-8.2
2020-11-28 18:00:00,5180.36,329.02,124.75,0.0,236.51,429.92,533.37,42.05,-4.0,-7.8
2020-11-28 19:00:00,5500.79,361.2,132.98,0.0,236.51,452.95,559.2,50.16,-3.7,-8.1
2020-11-28 20:00:00,5554.2,371.93,138.46,0.0,223.16,460.44,566.69,57.25,-4.0,-7.8
2020-11-28 21:00:00,5447.39,375.51,141.2,0.0,211.72,454.81,558.27,61.3,-5.0,-7.9
2020-11-28 22:00:00,5340.58,375.51,142.57,0.0,198.36,443.01,541.8,66.88,-5.4,-8.2
2020-11-28 23:00:00,5447.39,382.66,139.83,0.0,198.36,448.57,545.5,76.0,-5.9,-8.7
2020-11-29 00:00:00,5500.79,407.7,134.35,0.02,200.27,449.72,546.65,82.08,-4.3,-9.8
2020-11-29 01:00:00,5447.39,418.43,128.87,0.75,196.46,437.68,532.74,82.08,-2.5,-11.0
2020-11-29 02:00:00,5020.14,393.39,119.27,3.0,179.29,395.55,485.02,77.01,-0.6,-12.9
2020-11-29 03:00:00,4165.65,336.17,109.67,5.41,150.68,323.78,404.86,63.33,1.3,-13.7
2020-11-29 04:00:00,1281.74,89.41,74.71,17.7,139.24,81.3,112.09,24.07,2.9,-14.1
2020-11-29 05:00:00,774.38,41.57,57.58,28.97,88.69,40.39,55.79,15.07,4.3,-14.2
2020-11-29 06:00:00,534.06,19.67,43.53,41.13,60.56,21.64,29.59,8.99,5.2,-14.6
2020-11-29 07:00:00,687.6,25.71,54.15,29.68,61.04,30.85,39.61,7.47,5.0,-13.5
2020-11-29 08:00:00,1134.87,58.12,77.46,8.32,78.2,61.96,76.89,8.99,1.8,-10.8
2020-11-29 09:00:00,1642.23,108.18,95.96,0.53,90.6,98.73,120.87,10.89,-2.1,-12.3
2020-11-29 10:00:00,2082.82,150.2,105.56,0.0,99.18,131.4,159.82,15.58,-2.5,-10.5
2020-11-29 11:00:00,2189.64,141.26,109.67,0.0,99.18,145.54,177.69,20.27,-3.8,-11.8
2020-11-29 12:00:00,2056.12,103.71,102.82,0.0,90.6,141.19,174.72,23.56,-1.8,-13.8
2020-11-29 13:00:00,1762.39,70.63,89.11,0.0,77.25,120.98,151.72,23.56,-2.3,-13.3
2020-11-29 14:00:00,1575.47,54.54,76.08,0.0,69.62,110.0,138.87,22.8,-3.0,-12.8
2020-11-29 15:00:00,1335.14,46.49,66.49,0.0,59.61,90.75,116.59,22.55,-3.4,-12.9
2020-11-29 16:00:00,1081.47,45.6,62.38,0.0,48.64,68.24,90.36,23.31,-3.9,-13.1
2020-11-29 17:00:00,1068.12,50.07,62.38,0.0,52.93,67.23,89.12,26.85,-4.0,-13.2
2020-11-29 18:00:00,1068.12,49.17,61.69,0.0,57.7,69.23,91.12,30.65,-3.9,-13.5
2020-11-29 19:00:00,1014.71,43.81,60.32,0.0,58.65,67.69,89.11,33.44,-3.5,-14.2
2020-11-29 20:00:00,921.25,36.21,58.26,0.01,57.7,61.06,80.62,33.95,-3.3,-14.7
2020-11-29 21:00:00,827.79,29.06,56.21,0.04,56.27,52.08,69.78,32.17,-3.3,-15.0
2020-11-29 22:00:00,774.38,24.59,54.84,0.1,56.27,45.91,62.46,30.15,-3.4,-15.2
2020-11-29 23:00:00,1081.47,41.13,58.26,0.01,68.67,68.65,89.39,29.89,-3.4,-15.3
2020-11-30 00:00:00,1295.09,61.69,67.17,0.15,77.25,81.39,104.93,26.85,-3.4,-14.1
2020-11-30 01:00:00,1001.36,47.39,65.8,5.9,76.29,55.37,75.88,20.01,-1.8,-14.4
2020-11-30 02:00:00,947.95,48.73,58.26,15.2,79.16,50.92,73.76,18.75,-0.2,-14.8
2020-11-30 03:00:00,894.55,48.73,52.09,20.56,82.02,47.07,72.25,18.24,1.1,-15.6
2020-11-30 04:00:00,781.06,38.45,47.3,27.54,78.2,39.42,58.65,13.55,1.8,-14.9
2020-11-30 05:00:00,1028.06,57.22,54.15,21.28,94.41,58.62,78.64,12.54,2.2,-14.6
2020-11-30 06:00:00,1308.44,79.57,60.32,14.66,114.44,79.19,100.87,12.54,2.1,-14.3
2020-11-30 07:00:00,1869.2,126.96,69.23,7.6,143.05,122.4,149.44,14.69,1.8,-14.0
2020-11-30 08:00:00,3257.75,250.34,87.74,1.88,207.9,230.2,272.35,20.52,0.1,-8.3
2020-11-30 09:00:00,5180.36,425.58,122.01,0.09,301.36,383.08,449.44,28.88,-2.6,-12.1
2020-11-30 10:00:00,6622.31,557.9,149.43,0.0,354.77,492.02,583.54,36.48,-3.0,-11.0
2020-11-30 11:00:00,7583.62,600.82,167.25,0.0,385.28,571.33,687.99,42.56,-2.7,-10.1
2020-11-30 12:00:00,8544.92,607.97,178.22,0.0,427.25,649.66,793.27,46.61,-3.7,-8.5
2020-11-30 13:00:00,9292.6,593.66,180.96,0.0,473.02,714.27,880.18,49.65,-2.9,-8.3
2020-11-30 18:00:00,9506.23,615.12,244.02,0.0,495.91,773.94,954.78,98.29,-5.4,-9.6
2020-11-30 19:00:00,7797.24,529.29,216.6,0.0,339.51,631.59,784.52,97.28,-5.6,-10.3
2020-11-30 20:00:00,5874.63,422.0,180.96,0.0,219.35,473.06,598.08,93.22,-5.7,-11.0
2020-11-30 21:00:00,4219.06,318.29,143.95,0.0,152.59,340.14,439.09,88.16,-5.7,-11.2
2020-11-30 22:00:00,3097.53,243.19,115.16,0.0,121.12,249.92,328.4,85.12,-5.6,-11.5
2020-11-30 23:00:00,3070.83,228.88,102.82,0.0,133.51,248.46,321.38,84.1,-5.6,-11.7
2020-12-01 00:00:00,3578.19,268.22,102.82,0.03,158.31,282.29,355.25,84.1,-4.2,-12.1
2020-12-01 01:00:00,3898.62,293.26,102.82,1.16,179.29,304.8,376.86,80.05,-2.3,-13.1
2020-12-01 02:00:00,3898.62,286.1,100.08,3.8,183.11,302.31,371.55,73.97,-0.5,-14.4
2020-12-01 03:00:00,3417.97,253.92,94.59,6.44,173.57,259.26,318.21,65.86,0.8,-14.3
2020-12-01 04:00:00,2803.8,203.85,86.37,8.49,209.81,210.41,257.19,43.57,1.7,-14.0
2020-12-01 05:00:00,3685.0,253.92,101.45,8.05,286.1,292.14,349.17,41.04,2.3,-14.0
2020-12-01 06:00:00,4539.49,311.14,123.38,6.71,377.66,371.2,438.49,43.57,2.6,-12.6
2020-12-01 07:00:00,5447.39,379.09,146.69,2.35,480.65,449.8,527.34,48.13,2.5,-11.1
2020-12-01 10:00:00,8865.36,672.34,202.89,0.0,503.54,712.12,850.12,46.61,-2.1,-7.8
2020-12-01 19:00:00,6675.72,429.15,208.38,0.0,196.46,581.9,716.24,87.14,-3.8,-10.4
2020-12-01 20:00:00,4379.27,286.1,142.57,0.0,141.14,382.89,488.39,84.1,-4.5,-10.6
2020-12-01 21:00:00,3124.24,198.48,101.45,0.0,116.35,274.39,360.35,80.05,-4.5,-11.3
2020-12-01 22:00:00,2456.67,150.2,79.51,0.0,107.77,213.32,286.23,76.0,-4.1,-12.0
2020-12-01 23:00:00,2670.29,155.57,74.03,0.0,127.79,228.41,297.57,76.0,-3.4,-12.6
2020-12-02 00:00:00,3097.53,193.12,77.46,0.01,143.05,252.45,320.64,74.98,-3.3,-12.0
2020-12-02 01:00:00,2536.77,160.93,77.46,0.37,120.16,193.13,245.49,60.29,-1.5,-12.9
2020-12-02 02:00:00,2109.53,125.17,76.77,1.99,102.04,151.4,199.07,50.66,-0.3,-13.5
2020-12-02 03:00:00,1588.82,88.51,69.23,5.63,85.83,106.73,149.7,40.03,0.9,-13.8
2020-12-02 04:00:00,700.95,20.56,54.15,24.68,60.56,34.51,53.66,17.99,2.2,-14.0
2020-12-02 05:00:00,607.49,13.19,52.78,37.19,59.13,25.87,38.12,9.88,3.0,-14.3
2020-12-02 06:00:00,620.84,11.62,58.95,36.48,61.99,25.71,35.61,7.03,3.4,-14.6
2020-12-02 07:00:00,647.54,12.41,63.75,31.11,65.8,27.45,37.11,6.33,2.9,-14.8
2020-12-02 08:00:00,741.01,15.87,76.77,17.88,74.39,34.26,45.67,7.22,1.9,-12.9
2020-12-02 09:00:00,821.11,19.45,90.48,2.55,73.43,39.28,51.97,8.11,-1.7,-14.1
2020-12-02 10:00:00,907.9,27.94,90.48,0.11,68.67,45.58,60.13,10.13,-1.1,-15.6
2020-12-02 11:00:00,1041.41,27.05,93.22,0.1,66.76,57.82,75.75,12.29,-1.6,-15.9
2020-12-02 12:00:00,1081.47,18.33,91.85,0.55,63.9,64.73,84.99,13.3,-3.3,-15.4
2020-12-02 13:00:00,1001.36,8.49,80.88,3.13,57.7,59.28,79.08,12.92,-3.2,-15.4
2020-12-02 14:00:00,988.01,4.58,74.71,6.71,57.22,59.79,79.6,13.3,-3.0,-15.6
2020-12-02 15:00:00,907.9,2.88,71.29,10.1,53.41,53.12,71.77,13.43,-3.2,-15.6
2020-12-02 16:00:00,694.28,1.01,63.06,18.95,44.82,34.87,48.82,12.16,-3.2,-15.9
2020-12-02 17:00:00,520.71,0.17,47.3,35.41,40.05,22.12,31.77,10.64,-3.5,-16.1
2020-12-02 18:00:00,440.6,0.04,36.67,47.92,39.1,16.81,24.51,9.5,-3.8,-16.2
2020-12-02 19:00:00,423.91,0.03,34.62,51.5,40.05,16.35,23.93,9.37,-4.2,-16.3
2020-12-02 20:00:00,460.63,0.05,38.39,47.21,43.87,20.1,28.49,10.51,-4.7,-16.2
2020-12-02 21:00:00,514.03,0.12,45.24,38.98,49.59,24.38,33.81,11.78,-5.0,-16.2
2020-12-02 22:00:00,587.46,0.46,53.47,27.18,55.31,30.49,41.38,13.43,-5.3,-16.3
2020-12-02 23:00:00,894.55,7.6,73.34,5.99,71.53,55.68,71.61,15.58,-5.5,-16.3
2020-12-03 00:00:00,1255.04,36.21,82.94,0.26,90.6,83.22,105.17,17.23,-5.0,-15.7
2020-12-03 01:00:00,1401.9,54.54,84.31,5.9,101.09,93.61,119.1,17.23,-2.9,-16.3
2020-12-03 02:00:00,1348.5,51.86,76.77,17.88,103.0,89.36,115.73,15.96,-1.0,-16.8
2020-12-03 03:00:00,1001.36,35.76,61.69,32.9,92.51,62.6,85.25,12.54,1.0,-17.1
2020-12-03 04:00:00,514.03,13.64,37.7,60.8,60.08,23.64,36.62,6.9,2.5,-17.5
2020-12-03 05:00:00,447.27,10.95,33.93,67.95,51.5,18.68,28.69,5.32,3.4,-16.7
2020-12-03 06:00:00,453.95,10.39,35.99,66.52,50.07,18.49,27.84,5.0,3.8,-16.9
2020-12-03 07:00:00,600.82,14.08,51.41,50.78,58.17,28.01,38.98,5.76,3.6,-16.7
2020-12-03 08:00:00,867.84,21.68,80.2,21.99,74.39,47.13,61.72,7.41,1.3,-14.0
2020-12-03 09:00:00,1134.87,37.1,104.19,1.77,85.83,66.72,84.6,9.5,-2.3,-15.7
2020-12-03 10:00:00,1789.09,89.41,116.53,0.0,106.81,117.56,143.81,13.93,-2.2,-16.7
2020-12-03 11:00:00,2937.32,150.2,123.38,0.0,148.77,221.19,264.3,21.28,-3.2,-16.7
2020-12-03 12:00:00,4005.43,178.81,122.01,0.0,188.83,324.74,386.41,27.36,-3.6,-15.4
2020-12-03 13:00:00,4592.9,180.6,119.27,0.0,211.72,387.15,461.9,31.41,-4.0,-14.7
2020-12-03 14:00:00,4432.68,155.57,117.9,0.0,200.27,371.51,445.51,32.93,-4.6,-13.8
2020-12-03 15:00:00,3471.37,118.02,113.79,0.0,156.4,286.19,348.41,32.42,-4.8,-13.5
2020-12-03 16:00:00,2269.75,77.78,105.56,0.0,105.86,178.47,223.35,28.88,-4.9,-13.8
2020-12-03 17:00:00,1468.66,43.36,95.96,0.01,76.29,108.06,139.64,25.08,-4.7,-14.4
2020-12-03 18:00:00,961.3,16.09,82.94,1.01,58.17,64.7,85.57,21.28,-4.6,-14.9
2020-12-03 19:00:00,634.19,1.51,61.01,15.56,46.25,36.3,49.08,15.71,-4.3,-15.8
2020-12-03 20:00:00,527.38,0.16,45.24,35.05,43.39,26.63,36.07,12.29,-4.2,-16.1
2020-12-03 21:00:00,480.65,0.07,40.44,43.63,45.3,21.97,30.13,10.64,-4.3,-16.3
2020-12-03 22:00:00,480.65,0.09,41.81,43.27,48.64,21.36,29.32,10.26,-4.8,-16.3
2020-12-03 23:00:00,774.38,2.54,67.17,16.63,63.9,44.73,57.21,12.03,-5.7,-16.2
2020-12-04 00:00:00,1174.93,29.5,81.57,0.64,84.88,75.81,94.47,14.44,-4.5,-14.9
2020-12-04 01:00:00,1428.6,56.33,81.57,5.45,100.14,94.67,117.76,15.96,-2.4,-14.8
2020-12-04 02:00:00,1335.14,50.96,76.08,18.24,99.18,87.26,109.88,14.82,-0.9,-15.5
2020-12-04 03:00:00,934.6,31.74,58.95,36.48,83.92,55.21,71.74,11.4,0.7,-16.0
2020-12-04 04:00:00,473.98,12.41,35.3,63.66,54.84,19.15,27.05,6.52,1.9,-16.3
2020-12-04 05:00:00,427.25,10.95,33.24,67.23,50.07,15.77,22.34,5.32,2.8,-16.6
2020-12-04 06:00:00,423.91,10.39,35.3,65.8,50.55,15.56,22.03,5.0,3.3,-17.0
2020-12-04 07:00:00,627.52,16.99,54.84,46.49,65.8,29.69,39.27,5.89,3.3,-17.3
2020-12-04 08:00:00,1028.06,33.08,86.37,16.45,89.65,59.72,75.45,7.79,1.9,-15.3
2020-12-04 09:00:00,1468.66,66.16,105.56,1.02,108.72,94.23,117.85,10.51,-1.8,-13.7
2020-12-04 10:00:00,2376.56,144.84,111.04,0.0,139.24,166.9,206.11,16.09,-2.4,-11.8
2020-12-04 11:00:00,3791.81,228.88,117.9,0.0,194.55,293.29,356.73,24.83,-3.3,-11.8
2020-12-04 12:00:00,4966.74,264.65,120.64,0.0,251.77,407.13,495.74,32.93,-4.6,-11.6
2020-12-04 13:00:00,5661.01,261.07,124.75,0.0,293.73,478.07,583.47,38.0,-4.8,-11.8
2020-12-04 14:00:00,5981.45,246.76,128.87,0.0,328.06,513.45,627.25,42.56,-5.3,-12.2
2020-12-04 15:00:00,5714.42,227.09,132.98,0.0,331.88,490.14,600.25,44.58,-5.7,-12.6
2020-12-04 16:00:00,4753.11,193.12,132.98,0.0,289.92,401.31,495.63,43.06,-6.0,-12.8
2020-12-04 17:00:00,3524.78,143.05,126.12,0.0,211.72,289.73,361.79,38.51,-5.9,-13.2
2020-12-04 18:00:00,2429.96,94.77,111.04,0.0,141.14,195.8,245.65,34.45,-6.1,-14.1
2020-12-04 19:00:00,1642.23,57.22,93.22,0.0,93.46,127.15,159.43,31.16,-5.5,-14.6
2020-12-04 20:00:00,1201.63,35.32,78.14,0.02,71.53,89.97,112.78,28.63,-5.5,-15.3
2020-12-04 21:00:00,988.01,25.48,67.86,0.1,61.99,70.66,88.8,27.11,-5.7,-15.6
2020-12-04 22:00:00,881.2,20.79,61.69,0.27,56.74,60.29,76.5,25.84,-5.7,-15.9
2020-12-04 23:00:00,1188.28,34.87,63.06,0.05,68.67,82.76,102.83,26.85,-5.7,-16.3
2020-12-05 00:00:00,1441.96,57.22,69.92,0.07,78.2,99.35,123.51,27.11,-4.9,-16.1
2020-12-05 01:00:00,1428.6,64.37,74.03,3.8,80.11,95.42,120.9,25.33,-2.4,-16.6
2020-12-05 02:00:00,1455.31,67.06,74.71,12.34,85.83,98.42,126.41,23.81,0.1,-16.9
2020-12-05 03:00:00,1375.2,62.59,74.03,20.74,95.37,93.68,121.65,20.52,1.5,-17.2
2020-12-05 04:00:00,907.9,38.45,69.23,36.12,102.04,58.16,77.48,12.92,2.4,-16.8
2020-12-05 05:00:00,1014.71,47.83,78.83,32.54,131.61,68.22,89.6,10.51,2.9,-15.6
2020-12-05 06:00:00,1161.58,58.12,87.05,24.68,160.22,81.56,109.22,8.99,3.3,-15.7
2020-12-05 07:00:00,1602.17,88.51,97.33,12.7,198.36,112.79,150.74,9.25,3.1,-15.8
2020-12-05 08:00:00,2643.59,157.36,113.79,2.91,267.03,175.35,228.73,11.91,1.0,-15.4
2020-12-05 09:00:00,3791.81,239.61,134.35,0.14,324.25,239.74,308.07,16.97,-2.7,-15.0
2020-12-05 10:00:00,4753.11,318.29,149.43,0.0,347.14,307.21,387.69,23.05,-2.7,-14.6
2020-12-05 11:00:00,5714.42,371.93,152.17,0.0,343.32,394.92,490.32,29.39,-2.9,-14.3
2020-12-05 12:00:00,6462.1,386.24,145.32,0.0,331.88,482.95,595.12,33.95,-2.2,-10.0
2020-12-05 13:00:00,6942.75,379.09,139.83,0.0,316.62,550.52,679.45,36.99,-1.9,-9.6
2020-12-05 14:00:00,7476.81,382.66,139.83,0.0,312.81,621.79,763.74,40.03,-1.5,-9.4
2020-12-05 15:00:00,8010.86,404.12,143.95,0.0,312.81,679.69,832.8,43.06,-2.3,-8.5
2020-12-05 16:00:00,8010.86,422.0,150.8,0.0,293.73,686.07,841.04,44.58,-1.7,-9.5
2020-12-05 17:00:00,8117.68,447.04,160.4,0.0,282.29,697.52,852.49,49.14,-3.9,-9.0
2020-12-05 18:00:00,8438.11,486.37,178.22,0.0,274.66,716.91,870.02,59.78,-4.1,-9.0
2020-12-05 19:00:00,8010.86,486.37,191.93,0.0,255.59,678.88,822.7,74.98,-3.2,-9.3
2020-12-05 20:00:00,7156.37,450.61,191.93,0.0,219.35,594.6,725.38,85.12,-3.1,-9.4
2020-12-05 21:00:00,6034.85,393.39,180.96,0.0,185.01,499.78,619.37,90.18,-3.3,-9.4
2020-12-05 22:00:00,4966.74,329.02,163.14,0.0,154.5,403.58,510.11,92.21,-3.9,-9.4
2020-12-05 23:00:00,4379.27,286.1,143.95,0.0,148.77,356.26,455.3,94.24,-4.8,-9.8
2020-12-06 00:00:00,4325.87,282.53,130.24,0.02,158.31,349.54,442.02,92.21,-3.9,-10.7
2020-12-06 01:00:00,4432.68,293.26,122.01,1.06,165.94,354.99,441.83,85.12,-1.7,-11.3
2020-12-06 02:00:00,4325.87,289.68,112.41,3.71,158.31,342.95,425.1,73.97,0.5,-12.8
2020-12-06 03:00:00,3685.0,253.92,101.45,6.35,135.42,291.39,366.99,55.73,2.3,-11.8
